"","TYPE","ZONE","CASES","DEATH","DATE"
"2896","Long-Term Care","South",3,0,2021-03-17
"2897","School","Calgary",11,0,2021-03-17
"2898","Grocery/Essential","Calgary",14,0,2021-03-17
"2899","Restaurant","Edmonton",13,0,2021-03-17
"2900","Long-Term Care","South",1,0,2021-03-17
"2901","School","Central",17,0,2021-03-17
"2902","Frontline","Calgary",9,0,2021-03-17
"2903","School","North",2,0,2021-03-17
"2904","Manufacturing","North",26,0,2021-03-17
"2905","Manufacturing","South",4,0,2021-03-17
"2906","Long-Term Care","South",1,0,2021-03-17
"2907","School","Calgary",7,0,2021-03-18
"2908","School","Central",47,0,2021-03-18
"2909","Long-Term Care","Calgary",2,0,2021-03-18
"2910","School","Edmonton",3,0,2021-03-18
"2911","School","Calgary",2,0,2021-03-18
"2912","School","Calgary",5,0,2021-03-18
"2913","Long-Term Care","Central",1,0,2021-03-18
"2914","Restaurant","Edmonton",5,0,2021-03-18
"2915","Gym/Sports","Calgary",7,0,2021-03-18
"2916","Hotel","Calgary",5,0,2021-03-18
"2917","Junior/High School","Edmonton",9,0,2021-03-18
"2918","School","Calgary",4,0,2021-03-18
"2919","Junior/High School","Calgary",20,0,2021-03-18
"2920","Junior/High School","Calgary",18,0,2021-03-18
"2921","Junior/High School","Calgary",15,0,2021-03-18
"2922","Junior/High School","Calgary",28,0,2021-03-18
"2923","School","Calgary",3,0,2021-03-18
"2924","School","Edmonton",3,0,2021-03-18
"2925","Manufacturing","Edmonton",24,0,2021-03-18
"2926","School","South",33,0,2021-03-18
"2927","Childcare","Edmonton",3,0,2021-03-19
"2928","Junior/High School","North",25,0,2021-03-19
"2929","Long-Term Care","Calgary",2,0,2021-03-19
"2930","Manufacturing","Calgary",14,0,2021-03-19
"2931","School","Calgary",9,0,2021-03-19
"2932","School","Calgary",9,0,2021-03-19
"2933","Childcare","Calgary",2,0,2021-03-19
"2934","Junior/High School","Calgary",15,0,2021-03-19
"2935","Junior/High School","Calgary",12,0,2021-03-19
"2936","School","Calgary",16,0,2021-03-19
"2937","School","North",12,0,2021-03-19
"2938","Manufacturing","Calgary",5,0,2021-03-19
"2939","School","Calgary",10,0,2021-03-19
"2940","School","Edmonton",3,0,2021-03-19
"2941","Auto Delearship","Edmonton",9,0,2021-03-19
"2942","Manufacturing","Calgary",34,0,2021-03-19
"2943","School","Calgary",11,0,2021-03-19
"2944","Acute Care","North",3,0,2021-03-19
"2945","School","Edmonton",7,0,2021-03-19
"2946","Long-Term Care","Calgary",1,0,2021-03-19
"2947","Food Manufacturing","South",3,0,2021-03-20
"2948","School","Calgary",3,0,2021-03-20
"2949","School","South",2,0,2021-03-20
"2950","School","South",3,0,2021-03-20
"2951","Acute Care","South",3,0,2021-03-20
"2952","Social Service","Calgary",1,0,2021-03-20
"2953","Communal","South",5,0,2021-03-20
"2954","Social Service","South",3,0,2021-03-20
"2955","Long-Term Care","Calgary",1,0,2021-03-20
"2956","Acute Care","Edmonton",1,0,2021-03-20
"2957","Junior/High School","North",25,0,2021-03-20
"2958","School","Calgary",6,0,2021-03-20
"2959","School","Calgary",4,0,2021-03-20
"2960","Junior/High School","Calgary",18,0,2021-03-20
"2961","School","Calgary",10,0,2021-03-20
"2962","School","Calgary",8,0,2021-03-20
"2963","School","Edmonton",4,0,2021-03-20
"2964","School","Calgary",4,0,2021-03-20
"2965","Gym/Sports","Calgary",14,0,2021-03-20
"2966","School","Edmonton",14,0,2021-03-20
"2967","Acute Care","Edmonton",11,0,2021-03-20
"2968","School","Calgary",7,0,2021-03-20
"2969","Junior/High School","Calgary",17,0,2021-03-20
"2970","Junior/High School","Calgary",20,0,2021-03-20
"2971","Business","Edmonton",6,0,2021-03-21
"2972","School","North",10,0,2021-03-21
"2973","Shelter","Calgary",6,0,2021-03-21
"2974","School","Calgary",6,0,2021-03-21
"2975","Childcare","Calgary",29,0,2021-03-21
"2976","Junior/High School","Edmonton",4,0,2021-03-21
"2977","School","Calgary",24,0,2021-03-21
"2978","Social Service","Central",4,0,2021-03-21
"2979","Medical","Edmonton",5,0,2021-03-21
"2980","School","Edmonton",2,0,2021-03-21
"2981","School","Calgary",14,0,2021-03-21
"2982","Childcare","Edmonton",6,0,2021-03-21
"2983","Long-Term Care","Edmonton",1,0,2021-03-21
"2984","School","South",8,0,2021-03-21
"2985","School","Calgary",10,0,2021-03-21
"2986","School","Central",1,0,2021-03-21
"2987","School","Calgary",8,0,2021-03-21
"2988","School","Calgary",6,0,2021-03-22
"2989","Business","North",4,0,2021-03-22
"2990","Restaurant","Edmonton",7,0,2021-03-22
"2991","School","South",18,0,2021-03-22
"2992","Childcare","Calgary",25,0,2021-03-22
"2993","School","Calgary",15,0,2021-03-22
"2994","Childcare","Edmonton",2,0,2021-03-22
"2995","Junior/High School","Calgary",32,0,2021-03-22
"2996","School","Calgary",11,0,2021-03-22
"2997","Manufacturing","Edmonton",8,0,2021-03-22
"2998","Manufacturing","Calgary",16,0,2021-03-22
"2999","Junior/High School","Calgary",4,0,2021-03-22
"3000","School","Central",2,0,2021-03-22
"3001","School","Edmonton",2,0,2021-03-22
"3002","School","Calgary",7,0,2021-03-22
"3003","School","Edmonton",7,0,2021-03-22
"3004","School","South",5,0,2021-03-22
"3005","Business","Calgary",12,0,2021-03-22
"3006","School","Calgary",3,0,2021-03-22
"3007","School","South",3,0,2021-03-22
"3008","School","South",3,0,2021-03-22
"3009","Business","Calgary",14,0,2021-03-22
"3010","Manufacturing","Calgary",55,0,2021-03-22
"3011","School","Calgary",15,0,2021-03-23
"3012","Group Home","Calgary",1,0,2021-03-23
"3013","Acute Care","Edmonton",2,0,2021-03-23
"3014","Hotel","Edmonton",1,0,2021-03-23
"3015","School","Central",9,0,2021-03-23
"3016","Childcare","South",10,0,2021-03-23
"3017","School","North",2,0,2021-03-23
"3018","Food Manufacturing","South",9,0,2021-03-23
"3019","Childcare","North",28,0,2021-03-23
"3020","Social Service","Calgary",1,0,2021-03-23
"3021","Social Service","Calgary",1,0,2021-03-23
"3022","Communal","North",15,0,2021-03-23
"3023","Auto Delearship","Calgary",8,0,2021-03-23
"3024","Long-Term Care","Calgary",5,0,2021-03-23
"3025","School","Calgary",12,0,2021-03-23
"3026","Manufacturing","Calgary",9,0,2021-03-23
"3027","School","Calgary",16,0,2021-03-23
"3028","School","Calgary",3,0,2021-03-23
"3029","School","Edmonton",3,0,2021-03-23
"3030","Long-Term Care","Calgary",6,0,2021-03-23
"3031","Junior/High School","Calgary",32,0,2021-03-23
"3032","School","Edmonton",6,0,2021-03-23
"3033","Medical","Calgary",6,0,2021-03-23
"3034","Junior/High School","Edmonton",10,0,2021-03-23
"3035","Long-Term Care","Edmonton",1,0,2021-03-23
"3036","School","Edmonton",4,0,2021-03-23
"3037","Food Manufacturing","South",8,0,2021-03-23
"3038","School","Central",7,0,2021-03-23
"3039","Restaurant","Calgary",16,0,2021-03-23
"3040","Gym/Sports","Calgary",6,0,2021-03-23
"3041","Group Home","Calgary",1,0,2021-03-24
"3042","School","Calgary",2,0,2021-03-24
"3043","School","Calgary",2,0,2021-03-24
"3044","School","Calgary",5,0,2021-03-24
"3045","Childcare","South",1,0,2021-03-24
"3046","Manufacturing","Calgary",5,0,2021-03-24
"3047","Social Service","Calgary",6,0,2021-03-24
"3048","Restaurant","Calgary",10,0,2021-03-24
"3049","Long-Term Care","Edmonton",1,0,2021-03-24
"3050","School","South",2,0,2021-03-24
"3051","School","Calgary",4,0,2021-03-24
"3052","School","Calgary",4,0,2021-03-24
"3053","Junior/High School","Edmonton",3,0,2021-03-25
"3054","School","South",10,0,2021-03-25
"3055","School","Calgary",12,0,2021-03-25
"3056","School","Central",12,0,2021-03-25
"3057","Childcare","Calgary",2,0,2021-03-25
"3058","School","Calgary",9,0,2021-03-25
"3059","School","Calgary",13,0,2021-03-25
"3060","School","Calgary",13,0,2021-03-25
"3061","School","North",8,0,2021-03-25
"3062","Social Service","Edmonton",1,0,2021-03-25
"3063","Food Manufacturing","Edmonton",10,0,2021-03-25
"3064","Long-Term Care","Calgary",28,2,2021-03-25
"3065","School","Calgary",2,0,2021-03-25
"3066","School","Calgary",5,0,2021-03-25
"3067","School","Calgary",5,0,2021-03-25
"3068","School","Edmonton",5,0,2021-03-25
"3069","School","Calgary",2,0,2021-03-25
"3070","Acute Care","Edmonton",20,3,2021-03-25
"3071","School","Edmonton",4,0,2021-03-25
"3072","Restaurant","Edmonton",7,0,2021-03-25
"3073","Long-Term Care","Calgary",3,0,2021-03-25
"3074","School","Edmonton",4,0,2021-03-26
"3075","School","South",2,0,2021-03-26
"3076","School","Calgary",2,0,2021-03-26
"3077","Manufacturing","Calgary",5,0,2021-03-26
"3078","School","Calgary",2,0,2021-03-26
"3079","Gym/Sports","Calgary",6,0,2021-03-26
"3080","Childcare","Calgary",2,0,2021-03-26
"3081","Financial/Accounting","Calgary",6,0,2021-03-26
"3082","Long-Term Care","Edmonton",27,7,2021-03-26
"3083","School","North",5,0,2021-03-26
"3084","Junior/High School","South",5,0,2021-03-26
"3085","Group Home","Central",1,0,2021-03-26
"3086","School","Calgary",3,0,2021-03-26
"3087","School","North",146,0,2021-03-26
"3088","School","South",5,0,2021-03-26
"3089","School","Calgary",7,0,2021-03-26
"3090","Junior/High School","Central",21,0,2021-03-26
"3091","Social Service","South",2,0,2021-03-26
"3092","Long-Term Care","Central",1,1,2021-03-26
"3093","Acute Care","Calgary",1,0,2021-03-26
"3094","Private","Central",7,0,2021-03-26
"3095","Manufacturing","Calgary",6,0,2021-03-26
"3096","Restaurant","Calgary",8,0,2021-03-26
"3097","Childcare","Calgary",5,0,2021-03-26
"3098","School","North",5,0,2021-03-27
"3099","Gym/Sports","Calgary",6,0,2021-03-27
"3100","Restaurant","Calgary",8,0,2021-03-27
"3101","Restaurant","Calgary",21,0,2021-03-27
"3102","School","Calgary",3,0,2021-03-27
"3103","Junior/High School","North",27,0,2021-03-27
"3104","Restaurant","Edmonton",6,0,2021-03-27
"3105","School","Calgary",15,0,2021-03-27
"3106","Manufacturing","North",7,0,2021-03-27
"3107","Medical","Edmonton",7,0,2021-03-27
"3108","Junior/High School","North",2,0,2021-03-27
"3109","School","Calgary",8,0,2021-03-27
"3110","School","Edmonton",2,0,2021-03-27
"3111","Grocery/Essential","North",13,0,2021-03-27
"3112","Manufacturing","South",5,0,2021-03-27
"3113","Long-Term Care","Calgary",1,0,2021-03-27
"3114","School","Edmonton",64,0,2021-03-27
"3115","Junior/High School","North",1,0,2021-03-27
"3116","Manufacturing","North",10,0,2021-03-28
"3117","School","Calgary",2,0,2021-03-28
"3118","School","Calgary",2,0,2021-03-28
"3119","School","Edmonton",2,0,2021-03-28
"3120","School","Edmonton",4,0,2021-03-28
"3121","Gym/Sports","Calgary",35,0,2021-03-28
"3122","Social Service","South",3,0,2021-03-28
"3123","School","Central",6,0,2021-03-28
"3124","Junior/High School","Edmonton",14,0,2021-03-28
"3125","Long-Term Care","Calgary",16,2,2021-03-28
"3126","School","Edmonton",3,0,2021-03-28
"3127","Social Service","South",21,0,2021-03-28
"3128","Manufacturing","Calgary",2,0,2021-03-28
"3129","Manufacturing","Central",14,0,2021-03-28
"3130","Restaurant","Central",5,0,2021-03-28
"3131","Junior/High School","Calgary",7,0,2021-03-28
"3132","School","Edmonton",33,0,2021-03-28
"3133","Social Service","South",3,0,2021-03-28
"3134","Medical","North",5,0,2021-03-28
"3135","Long-Term Care","South",1,0,2021-03-28
"3136","Junior/High School","Edmonton",17,0,2021-03-28
"3137","School","South",10,0,2021-03-28
"3138","School","Calgary",2,0,2021-03-28
"3139","Gym/Sports","South",2,0,2021-03-28
"3140","Restaurant","Edmonton",7,0,2021-03-29
"3141","Post Secondary","Calgary",1,0,2021-03-29
"3142","Social Service","Calgary",1,0,2021-03-29
"3143","School","Calgary",16,0,2021-03-29
"3144","School","Calgary",8,0,2021-03-29
"3145","Childcare","Edmonton",2,0,2021-03-29
"3146","Communal","Edmonton",1,0,2021-03-29
"3147","Junior/High School","South",2,0,2021-03-29
"3148","School","Calgary",5,0,2021-03-29
"3149","School","South",5,0,2021-03-29
"3150","Food Manufacturing","South",43,0,2021-03-29
"3151","Childcare","Calgary",24,0,2021-03-29
"3152","Restaurant","Edmonton",5,0,2021-03-29
"3153","Restaurant","Central",5,0,2021-03-29
"3154","Junior/High School","Calgary",8,0,2021-03-29
"3155","School","South",2,0,2021-03-29
"3156","Childcare","North",52,0,2021-03-29
"3157","School","Calgary",6,0,2021-03-29
"3158","School","Calgary",6,0,2021-03-29
"3159","Long-Term Care","North",1,0,2021-03-29
"3160","School","Calgary",3,0,2021-03-29
"3161","Manufacturing","South",14,0,2021-03-29
"3162","School","Calgary",10,0,2021-03-29
"3163","School","Calgary",13,0,2021-03-29
"3164","Long-Term Care","Calgary",1,0,2021-03-29
"3165","School","Calgary",13,0,2021-03-29
"3166","Manufacturing","Calgary",7,0,2021-03-30
"3167","Long-Term Care","Calgary",3,0,2021-03-30
"3168","Junior/High School","South",19,0,2021-03-30
"3169","School","Calgary",2,0,2021-03-30
"3170","Junior/High School","North",25,0,2021-03-30
"3171","School","Calgary",9,0,2021-03-30
"3172","School","Calgary",9,0,2021-03-30
"3173","School","Calgary",7,0,2021-03-30
"3174","Business","Edmonton",5,0,2021-03-30
"3175","School","South",8,0,2021-03-30
"3176","Church","North",12,0,2021-03-30
"3177","Childcare","Calgary",2,0,2021-03-30
"3178","Social Service","Central",63,0,2021-03-30
"3179","Auto Delearship","Edmonton",7,0,2021-03-30
"3180","Junior/High School","Edmonton",32,0,2021-03-31
"3181","School","Calgary",5,0,2021-03-31
"3182","School","North",13,0,2021-03-31
"3183","School","Central",7,0,2021-03-31
"3184","Food Manufacturing","South",11,0,2021-03-31
"3185","Church","Edmonton",54,0,2021-03-31
"3186","Social Service","Edmonton",1,0,2021-03-31
"3187","Construction","Calgary",19,0,2021-03-31
"3188","School","Calgary",3,0,2021-03-31
"3189","Junior/High School","Calgary",5,0,2021-03-31
"3190","Long-Term Care","South",4,0,2021-03-31
"3191","Long-Term Care","Edmonton",8,0,2021-03-31
"3192","Auto Delearship","Calgary",13,0,2021-03-31
"3193","Restaurant","Calgary",14,0,2021-03-31
"3194","Junior/High School","Calgary",2,0,2021-03-31
"3195","Food Manufacturing","Calgary",16,0,2021-03-31
"3196","Manufacturing","Calgary",5,0,2021-03-31
"3197","Medical","Calgary",6,0,2021-03-31
"3198","Childcare","Edmonton",2,0,2021-03-31
"3199","Long-Term Care","North",1,0,2021-04-04
"3200","Long-Term Care","South",2,0,2021-04-04
"3201","Hotel","Calgary",16,0,2021-04-04
"3202","Childcare","Calgary",2,0,2021-04-04
"3203","Manufacturing","Calgary",8,0,2021-04-04
"3204","Manufacturing","Calgary",8,0,2021-04-04
"3205","Financial/Accounting","South",4,0,2021-04-04
"3206","Long-Term Care","Calgary",1,0,2021-04-04
"3207","Childcare","Edmonton",2,0,2021-04-04
"3208","Childcare","Edmonton",2,0,2021-04-04
"3209","Manufacturing","Calgary",3,0,2021-04-04
"3210","School","Calgary",7,0,2021-04-04
"3211","Social Service","Calgary",2,0,2021-04-04
"3212","School","Edmonton",13,0,2021-04-04
"3213","Junior/High School","Central",14,0,2021-04-04
"3214","Long-Term Care","Edmonton",1,0,2021-04-04
"3215","Long-Term Care","Calgary",1,0,2021-04-04
"3216","School","Edmonton",12,0,2021-04-04
"3217","Restaurant","Calgary",5,0,2021-04-04
"3218","Childcare","South",5,0,2021-04-04
"3219","Junior/High School","Central",6,0,2021-04-04
"3220","Junior/High School","Calgary",19,0,2021-04-04
"3221","School","Calgary",5,0,2021-04-04
"3222","School","Calgary",8,0,2021-04-04
"3223","Junior/High School","Calgary",7,0,2021-04-04
"3224","School","Calgary",4,0,2021-04-04
"3225","Social Service","Edmonton",10,0,2021-04-04
"3226","School","North",15,0,2021-04-04
"3227","Private","South",8,0,2021-04-04
"3228","Food Manufacturing","South",6,0,2021-04-04
"3229","School","North",15,0,2021-04-04
"3230","School","Calgary",9,0,2021-04-04
"3231","Communal","North",29,0,2021-04-04
"3232","Restaurant","Calgary",17,0,2021-04-04
"3233","Social Service","Calgary",9,0,2021-04-04
"3234","Group Home","Central",8,0,2021-04-04
"3235","Communal","North",31,0,2021-04-04
"3236","Childcare","Central",3,0,2021-04-04
"3237","Acute Care","Edmonton",1,0,2021-04-04
"3238","School","Central",4,0,2021-04-04
"3239","Long-Term Care","Calgary",1,0,2021-04-04
"3240","Financial/Accounting","Calgary",7,0,2021-04-04
"3241","School","Edmonton",6,0,2021-04-04
"3242","Long-Term Care","South",1,0,2021-04-04
"3243","Childcare","Calgary",4,0,2021-04-04
"3244","Office","Calgary",17,1,2021-04-04
"3245","Junior/High School","Calgary",21,0,2021-04-04
"3246","Acute Care","Edmonton",4,1,2021-04-04
"3247","School","Edmonton",4,0,2021-04-04
"3248","School","Calgary",3,0,2021-04-04
"3249","School","North",3,0,2021-04-04
"3250","Acute Care","Edmonton",1,0,2021-04-04
"3251","Junior/High School","Edmonton",3,0,2021-04-04
"3252","School","Calgary",10,0,2021-04-04
"3253","School","Calgary",10,0,2021-04-04
"3254","Restaurant","Calgary",31,0,2021-04-04
"3255","Shelter","Calgary",1,0,2021-04-04
"3256","Shelter","Calgary",1,0,2021-04-04
"3257","Church","Calgary",7,0,2021-04-04
"3258","Construction","Calgary",6,0,2021-04-04
"3259","School","Calgary",2,0,2021-04-04
"3260","Childcare","Edmonton",23,0,2021-04-04
"3261","Long-Term Care","Calgary",3,0,2021-04-04
"3262","School","Calgary",11,0,2021-04-04
"3263","Restaurant","North",13,0,2021-04-04
"3264","Junior/High School","North",18,0,2021-04-04
"3265","Long-Term Care","Edmonton",1,0,2021-04-04
"3266","Long-Term Care","Edmonton",1,0,2021-04-04
"3267","Long-Term Care","Calgary",1,0,2021-04-04
"3268","Manufacturing","Edmonton",25,0,2021-04-04
"3269","School","North",18,0,2021-04-04
"3270","Long-Term Care","South",2,0,2021-04-04
"3271","Long-Term Care","Calgary",3,0,2021-04-05
"3272","Acute Care","Edmonton",2,0,2021-04-05
"3273","School","South",3,0,2021-04-05
"3274","Long-Term Care","Calgary",1,0,2021-04-05
"3275","Long-Term Care","North",3,0,2021-04-05
"3276","Restaurant","Calgary",6,0,2021-04-05
"3277","Communal","North",22,0,2021-04-05
"3278","Shelter","Calgary",2,0,2021-04-05
"3279","Long-Term Care","South",1,0,2021-04-05
"3280","Long-Term Care","Calgary",1,0,2021-04-05
"3281","Childcare","Edmonton",3,0,2021-04-05
"3282","School","Calgary",5,0,2021-04-05
"3283","Auto Delearship","North",11,0,2021-04-05
"3284","School","Central",4,0,2021-04-05
"3285","Post Secondary","North",83,0,2021-04-05
"3286","Long-Term Care","Edmonton",1,0,2021-04-05
"3287","Acute Care","North",1,0,2021-04-05
"3288","Restaurant","Calgary",12,0,2021-04-06
"3289","School","North",5,0,2021-04-06
"3290","Acute Care","Edmonton",19,3,2021-04-06
"3291","Childcare","South",2,0,2021-04-06
"3292","Manufacturing","Edmonton",7,0,2021-04-06
"3293","Long-Term Care","Edmonton",1,0,2021-04-06
"3294","Childcare","South",11,0,2021-04-06
"3295","Long-Term Care","Calgary",9,0,2021-04-06
"3296","Childcare","Calgary",23,0,2021-04-06
"3297","School","Calgary",9,0,2021-04-06
"3298","Childcare","Calgary",2,0,2021-04-06
"3299","Childcare","North",8,0,2021-04-06
"3300","School","North",4,0,2021-04-06
"3301","Restaurant","Calgary",7,0,2021-04-06
"3302","Manufacturing","Edmonton",6,0,2021-04-06
"3303","Restaurant","Calgary",15,0,2021-04-06
"3304","Food Manufacturing","Central",20,0,2021-04-06
